epoch,lr,t_l,v_3d,walking3d80,walking3d160,walking3d320,walking3d400,usingfulltestset_walking3d80,usingfulltestset_walking3d160,usingfulltestset_walking3d320,usingfulltestset_walking3d400,eating3d80,eating3d160,eating3d320,eating3d400,usingfulltestset_eating3d80,usingfulltestset_eating3d160,usingfulltestset_eating3d320,usingfulltestset_eating3d400,smoking3d80,smoking3d160,smoking3d320,smoking3d400,usingfulltestset_smoking3d80,usingfulltestset_smoking3d160,usingfulltestset_smoking3d320,usingfulltestset_smoking3d400,discussion3d80,discussion3d160,discussion3d320,discussion3d400,usingfulltestset_discussion3d80,usingfulltestset_discussion3d160,usingfulltestset_discussion3d320,usingfulltestset_discussion3d400,directions3d80,directions3d160,directions3d320,directions3d400,usingfulltestset_directions3d80,usingfulltestset_directions3d160,usingfulltestset_directions3d320,usingfulltestset_directions3d400,greeting3d80,greeting3d160,greeting3d320,greeting3d400,usingfulltestset_greeting3d80,usingfulltestset_greeting3d160,usingfulltestset_greeting3d320,usingfulltestset_greeting3d400,phoning3d80,phoning3d160,phoning3d320,phoning3d400,usingfulltestset_phoning3d80,usingfulltestset_phoning3d160,usingfulltestset_phoning3d320,usingfulltestset_phoning3d400,posing3d80,posing3d160,posing3d320,posing3d400,usingfulltestset_posing3d80,usingfulltestset_posing3d160,usingfulltestset_posing3d320,usingfulltestset_posing3d400,purchases3d80,purchases3d160,purchases3d320,purchases3d400,usingfulltestset_purchases3d80,usingfulltestset_purchases3d160,usingfulltestset_purchases3d320,usingfulltestset_purchases3d400,sitting3d80,sitting3d160,sitting3d320,sitting3d400,usingfulltestset_sitting3d80,usingfulltestset_sitting3d160,usingfulltestset_sitting3d320,usingfulltestset_sitting3d400,sittingdown3d80,sittingdown3d160,sittingdown3d320,sittingdown3d400,usingfulltestset_sittingdown3d80,usingfulltestset_sittingdown3d160,usingfulltestset_sittingdown3d320,usingfulltestset_sittingdown3d400,takingphoto3d80,takingphoto3d160,takingphoto3d320,takingphoto3d400,usingfulltestset_takingphoto3d80,usingfulltestset_takingphoto3d160,usingfulltestset_takingphoto3d320,usingfulltestset_takingphoto3d400,waiting3d80,waiting3d160,waiting3d320,waiting3d400,usingfulltestset_waiting3d80,usingfulltestset_waiting3d160,usingfulltestset_waiting3d320,usingfulltestset_waiting3d400,walkingdog3d80,walkingdog3d160,walkingdog3d320,walkingdog3d400,usingfulltestset_walkingdog3d80,usingfulltestset_walkingdog3d160,usingfulltestset_walkingdog3d320,usingfulltestset_walkingdog3d400,walkingtogether3d80,walkingtogether3d160,walkingtogether3d320,walkingtogether3d400,usingfulltestset_walkingtogether3d80,usingfulltestset_walkingtogether3d160,usingfulltestset_walkingtogether3d320,usingfulltestset_walkingtogether3d400
1.0,0.0005,35.32162826776935,23.62540349105493,13.78303050994873,24.630699157714844,43.57781219482422,51.38560485839844,14.68777813527937,29.482799241440375,50.23080899493903,58.94053951379704,9.939434051513672,21.22752571105957,42.350242614746094,53.195716857910156,9.123127991792868,19.301572820369696,37.73531420715288,46.153055677875955,8.511487007141113,16.754375457763672,30.17257308959961,35.24127197265625,8.774211994816635,18.680282108071523,36.14438589884875,43.06765971128432,12.789857864379883,29.470928192138672,52.87468719482422,60.2757568359375,13.232103448931642,29.36404368655951,61.388381924968385,74.83931852149165,14.196881294250488,25.08975601196289,52.71875762939453,62.963539123535156,9.845387403834254,22.126579625833113,47.45147300526359,58.36167231134529,17.62459945678711,36.557376861572266,81.67721557617188,96.85293579101562,20.375218704193767,42.54263122395984,82.48755813671642,98.1007347057155,14.437017440795898,26.706451416015625,51.501243591308594,59.41571807861328,10.659689120193113,22.83400199561184,46.21247350430164,57.00462601008105,10.032613754272461,26.203655242919922,72.55137634277344,90.62714385986328,14.745448247920832,33.40189911957088,73.42633581067449,91.71613647340553,21.988929748535156,43.77306365966797,70.43887329101562,81.24223327636719,15.98549186717584,34.46034870616951,68.47883406665322,82.03242472249761,12.179807662963867,28.761642456054688,58.93575668334961,70.38697052001953,10.841368832945516,23.094168240648216,49.05411640137665,61.129390724438416,12.472004890441895,28.520267486572266,57.705570220947266,67.41006469726562,16.568224332652292,33.00252298616747,65.80696534699679,80.69457737362514,9.92616081237793,22.7823486328125,51.912254333496094,64.97909545898438,10.696075849887231,23.067993299398246,49.19906103705854,61.462432901802366,11.84975814819336,26.721757888793945,68.36811065673828,87.076904296875,12.324663897231462,26.771497322323757,54.97027719259313,66.92887792507277,36.06110382080078,63.36683654785156,111.02125549316406,134.86207580566406,23.59541840694021,47.191029245224875,85.54948188568008,99.67811448887744,11.426531791687012,26.473268508911133,47.8726806640625,54.189903259277344,12.242783198076514,25.866291896142645,46.541982675226535,53.4737687790257
2.0,0.00048,30.213852432435846,21.38925933517328,12.335824966430664,21.490764617919922,38.34733581542969,46.01784896850586,12.781087346870235,25.251869755022412,43.608729594689805,51.97517818796954,9.528131484985352,20.384214401245117,42.5966911315918,52.656673431396484,8.349356063103555,17.638080147324658,35.15593348769976,43.76929495391515,7.738795280456543,15.406492233276367,27.71063232421875,32.98468017578125,7.954283354409089,16.868774651170288,32.95488249825936,39.82054979945365,10.542196273803711,24.54973030090332,46.10718536376953,53.05146408081055,12.025831852817136,27.410147595984167,59.190232308200216,72.81836131514865,12.90612506866455,24.209915161132812,51.6953239440918,61.9749755859375,8.888099271505686,20.58338263751514,45.45826297007584,56.3942541518911,16.191242218017578,34.92024230957031,81.40653228759766,96.69007873535156,18.817335128369358,40.02550296816633,79.96503728573714,96.05360429854225,13.914861679077148,23.945043563842773,46.179443359375,54.076927185058594,9.807299381665851,21.07581194085541,43.546683165742124,54.39029637046733,9.122897148132324,24.56550407409668,68.48846435546875,85.1756820678711,13.301818964279144,30.65091109040691,68.93425205990643,86.9816451213769,22.065593719482422,44.067115783691406,70.94303131103516,81.43032836914062,15.010886682270232,32.84256990601116,66.46593095528235,80.05488839818841,10.857933044433594,25.738208770751953,52.83998489379883,64.04689025878906,10.112309618760142,21.719267862403733,46.87080263241317,58.85630809379794,12.18521499633789,28.87523651123047,57.29248809814453,66.48627471923828,15.799460249703426,31.570226658778342,63.59392046902073,78.46078368731095,8.44906997680664,19.504941940307617,47.89710998535156,60.49813461303711,9.801897556143034,21.467528156007315,46.61901239754351,58.6845635305349,10.683510780334473,25.067462921142578,65.74918365478516,84.0946044921875,11.021589110143264,24.283723875075726,51.5789183314884,63.705468294927705,34.2675666809082,61.40426254272461,110.040283203125,134.63204956054688,22.261378157550304,45.26121725184492,83.62281173870169,97.82980257371118,9.900728225708008,21.797685623168945,41.66426086425781,49.94521713256836,10.766741088722945,22.620585845339388,41.59357211559226,49.001039349171535
3.0,0.00048,28.816086658827874,20.336789390152575,11.366339683532715,19.00391387939453,35.050933837890625,40.516273498535156,12.222632244585018,24.11686621787484,42.34944916331851,48.902146371987826,9.483734130859375,20.33660125732422,40.68031692504883,48.902976989746094,8.1083853749891,17.062346147439314,34.25466482861699,42.363711072324584,7.868528366088867,15.603221893310547,27.500307083129883,31.942012786865234,7.715690889370172,16.301031247536876,32.43780719556675,39.32169631871787,10.620267868041992,24.182544708251953,44.549407958984375,50.7366828918457,11.698849108468538,26.792120505775866,58.36500996122799,71.88853405246176,12.290521621704102,23.285982131958008,50.957496643066406,60.61296844482422,8.56249957915664,19.85913314553742,44.41204671136887,55.314725241440655,15.75271987915039,33.10118103027344,76.54471588134766,91.84615325927734,18.16900952186933,38.81990419672385,78.35094738960682,94.36557519057358,13.091897010803223,22.639659881591797,47.06831359863281,54.40599822998047,9.430857250080887,20.37071251039606,42.623517542852035,53.04249074707955,8.7979154586792,23.910335540771484,66.6044692993164,82.94204711914062,12.81098061247455,29.83153593751806,68.3458657725558,86.50196461423614,21.41792106628418,43.1143684387207,67.09230041503906,75.59039306640625,14.377949869235932,31.80093599918437,65.28240266791646,78.8857054041022,11.075760841369629,25.224445343017578,52.37572479248047,64.78202056884766,9.899201990590846,21.250773914347015,46.15560176563509,58.137198346160176,12.266904830932617,28.969188690185547,55.651580810546875,64.72454833984375,15.417316604245174,30.865404809682556,62.722116198580814,77.63210594593518,7.82700252532959,18.250118255615234,45.7799072265625,58.573123931884766,9.619926911766397,20.976922490552504,45.75572240257769,57.71645687619318,10.379875183105469,24.508563995361328,65.75040435791016,83.91983032226562,10.627093075526405,23.53311975306402,50.84185570536134,62.88608168981285,32.4109992980957,59.67892837524414,106.93577575683594,129.12464904785156,21.54482322409488,43.73494623803448,80.3893002094538,93.99557616008168,9.616270065307617,21.09625244140625,41.540184020996094,48.91975021362305,10.448758887729477,21.92712434927086,41.210116296905994,47.84350293846568
4.0,0.0004608,27.99008991194359,21.172397618200264,12.265192031860352,20.326759338378906,34.765533447265625,40.70232391357422,12.867697210028204,24.490344410033686,41.42953476361216,48.65796016955087,9.144585609436035,19.69809913635254,40.73169708251953,50.115928649902344,8.24782668173701,17.130431971684455,33.898025832655456,42.12443806723417,7.868289947509766,15.383113861083984,26.92225456237793,31.509002685546875,7.87064086436934,16.418709093139313,31.96868266721433,38.73510935893493,11.382999420166016,26.01125144958496,47.1314697265625,52.367713928222656,12.061165013532758,27.003624768037675,58.172318738594214,71.55927894544402,12.644954681396484,24.40692710876465,51.90191650390625,61.27444076538086,8.901135904673287,20.199695256466224,44.44964002597753,55.137183212665796,15.922523498535156,33.61562728881836,77.69618225097656,92.3408203125,18.53626177050643,38.9299884516553,77.843891830743,93.56990108680809,13.332324028015137,22.60515022277832,43.349082946777344,50.21302795410156,9.72057386606075,20.51621333265088,42.09195715576726,52.53189557835843,9.965126991271973,25.456153869628906,67.21542358398438,83.48217010498047,13.528532568049384,30.4407949861455,68.01097307825935,85.71191896818563,21.14993667602539,42.6356315612793,69.495361328125,79.29035949707031,14.724740966874162,31.88451672014383,64.82203463983605,78.24748585503629,10.740701675415039,25.091838836669922,50.602046966552734,61.13005065917969,10.0639756850802,21.270584164602194,45.557097214691396,57.1642246650479,12.064470291137695,28.189531326293945,55.17792510986328,64.59963989257812,15.639697897321003,30.845304704433985,61.92892208946233,76.50162400434631,8.630975723266602,19.61956787109375,47.291160583496094,59.73688507080078,9.908683637092853,21.216415514047963,45.63347324705251,57.34562033746856,10.85113525390625,24.48167610168457,65.63786315917969,83.85455322265625,11.082787821435959,23.828320695446703,50.367024520772276,62.28762765360484,33.72283172607422,60.195106506347656,106.49388122558594,128.6017608642578,21.583045884094695,43.21583454032848,79.11740802537804,92.62624931335449,9.599933624267578,20.76081657409668,40.455047607421875,48.22605514526367,10.852734416340912,22.408176346134287,40.947875909592796,48.115872792019225
5.0,0.0004608,27.44412351968129,20.517617988853562,11.379719734191895,19.313587188720703,34.82627868652344,40.10523223876953,11.864924424192811,22.82211027099856,39.260211490682934,46.91082326305556,9.232284545898438,20.01180648803711,41.18345642089844,50.28550720214844,7.980786162188151,16.805928123402406,33.88585018784088,42.39722326227658,7.7316670417785645,15.115845680236816,26.167200088500977,31.029027938842773,7.57264854839537,15.925922721496937,31.457327234504714,38.34621952303896,9.781856536865234,23.300405502319336,43.47332000732422,49.995384216308594,11.669404116235517,26.65419264079138,58.133644440144174,71.81356133313359,12.585826873779297,24.110889434814453,51.67261505126953,62.25651550292969,8.590716642173858,19.89696878241014,44.26884345750921,55.108886036009,15.41067886352539,33.053436279296875,76.04039001464844,91.26156616210938,18.126356396793334,38.62092552500323,77.99194276866938,94.06343970147357,12.550302505493164,21.44318962097168,42.9287223815918,50.72057342529297,9.402359765524583,20.23849902968183,42.19058417119706,52.88359180340789,8.772481918334961,23.67022705078125,66.14004516601562,82.99486541748047,12.81743365443905,29.57505526345157,67.24761111919696,85.12800866753392,21.28793716430664,42.159576416015625,66.23037719726562,75.9161605834961,14.48921167867746,31.807936153605084,65.15003136442988,78.7918105891403,10.400758743286133,24.64973258972168,50.51648712158203,61.322914123535156,9.813250716157661,21.05043384640716,45.52958429075335,57.2237793372891,12.362642288208008,29.601036071777344,58.44078063964844,67.98861694335938,15.352215359483251,30.536414011387944,61.845180387183056,76.5635726874781,7.894631385803223,17.70061683654785,44.44017791748047,56.458282470703125,9.532226492302488,20.71169484388923,45.08708911359468,56.953611626865374,10.116353988647461,23.207841873168945,62.95800018310547,80.52029418945312,10.548318502902472,23.148929796979925,49.59997565814515,61.59900805349631,33.10482406616211,59.666351318359375,104.2425765991211,125.52558898925781,21.384038615071695,43.225187107465935,79.59931325125301,93.45547440506446,9.477633476257324,20.416053771972656,39.207786560058594,47.11705780029297,10.212236798509885,21.363260960756,39.786941873471854,47.059888320706484
6.0,0.00044236799999999995,26.980534828483258,20.406300524169325,11.021905899047852,19.4442138671875,35.78938674926758,42.22145462036133,12.015992918655446,23.180781051686175,40.118017016637424,46.854899474727816,9.014084815979004,19.39276123046875,39.79766845703125,48.759437561035156,7.952124446005556,16.700167958665737,33.27752074036836,41.39519041755108,7.647125244140625,15.125682830810547,25.731781005859375,30.109268188476562,7.4640025429850905,15.755624824132436,31.221786390082023,38.04368326761552,10.769752502441406,24.88521957397461,46.805973052978516,53.67829132080078,11.802313683940776,26.79532453676647,57.94127675491397,71.32965393489374,12.874064445495605,24.61883544921875,52.50129699707031,63.10625457763672,8.68290534852532,19.982840714152093,44.09293419240776,54.78330433988174,15.491432189941406,33.4898567199707,76.98763275146484,91.44998168945312,18.291447917395647,38.834503383312914,78.01422435566361,93.79279273465801,12.332048416137695,21.64055633544922,43.621070861816406,50.19524383544922,9.419089562232845,20.171028764814185,41.64081245110724,51.95221238994743,8.91771411895752,24.316246032714844,67.95391845703125,84.71540832519531,13.022949074852397,30.04710027028823,67.89383749425764,85.7369275140104,21.213363647460938,42.398624420166016,67.7693099975586,77.42520904541016,14.663683379265748,31.973224722700767,64.87961609284199,78.2317295874942,10.608848571777344,25.358104705810547,53.283546447753906,64.3917007446289,9.824903389464977,21.046331930283735,45.37319730517168,57.01107458267409,12.131668090820312,29.42787742614746,58.025184631347656,68.12564086914062,15.349097175842514,30.508113403943877,61.514808359856055,76.07025642555124,7.980447292327881,17.916976928710938,45.48945617675781,58.017250061035156,9.69492742743353,21.00551551975685,45.31173604869084,57.07239856770563,10.3905668258667,23.896472930908203,63.69297409057617,80.93870544433594,10.61950952608269,23.269315592830836,49.66095514393899,61.47787312626403,32.652347564697266,59.87625503540039,104.59205627441406,126.6126708984375,21.456259336753032,43.2338491929299,79.05132164127413,92.38746649363806,9.671005249023438,20.78062629699707,40.12718963623047,48.421356201171875,10.32005317979049,21.45089365452387,39.64231683497973,46.7239766297994
7.0,0.00044236799999999995,26.617245015065663,19.45675357276318,11.180269241333008,18.729995727539062,33.92380142211914,39.02357864379883,11.560296762615629,22.36754741381513,39.66349991971064,46.45532758350632,9.05997085571289,19.27627182006836,39.94755554199219,48.60205841064453,7.623009400357393,16.26364705326414,33.108269708706516,41.26131480583141,7.644725322723389,15.564277648925781,27.639385223388672,32.05446243286133,7.255961055936213,15.411815107633373,30.885798596432824,37.850106959380824,9.533892631530762,23.604888916015625,45.04126739501953,51.279571533203125,11.21347287968113,26.166312621088707,57.49429395946998,71.01221057867905,11.83465576171875,23.937501907348633,51.16045379638672,61.441436767578125,8.199403300663194,19.473347666480574,43.69399562704813,54.479629994260144,15.25570297241211,33.35321807861328,77.99151611328125,93.16678619384766,17.661352785010088,38.1331635678836,77.31233675451888,93.31928966334718,12.695409774780273,21.45216941833496,43.80160140991211,51.376136779785156,9.021638866271626,19.660424930064654,41.42951581553864,51.891698430417705,7.944303512573242,22.481609344482422,65.82270812988281,82.55587005615234,12.237107974772858,28.871552807809802,66.23229090372722,84.04005233493783,20.656400680541992,41.727500915527344,67.49203491210938,77.02598571777344,13.977403967839418,31.209297224340148,64.10415006270458,77.65252163303226,10.001861572265625,23.99574851989746,51.48537063598633,62.9698486328125,9.448833933049086,20.593706124081475,45.0090035002361,56.714717145422014,12.403029441833496,29.980361938476562,59.20716857910156,69.50634765625,14.992322759752588,30.08051750321301,61.38101877111827,76.15402617980135,7.1529693603515625,16.978431701660156,43.97483444213867,56.167213439941406,9.214334807282102,20.385411155002505,44.76808952589566,56.66656480480569,10.024297714233398,23.332294464111328,63.809608459472656,81.35914611816406,10.131864569268705,22.6602413766639,49.09145135237443,60.97742228467994,31.76886749267578,59.06540298461914,104.35050201416016,125.692626953125,20.86437707092835,42.47138886072446,78.02162271073128,91.48758975740311,9.401269912719727,19.65106201171875,37.714996337890625,45.17790985107422,9.960981101139746,20.8482021045878,38.71753960505762,45.54981651022819
8.0,0.00042467327999999994,26.26602304825145,19.75242370757736,10.662036895751953,18.29572296142578,33.00168991088867,38.07190704345703,11.352614518696885,21.90679503450313,38.22796516404448,45.65059752924846,9.211194038391113,19.200931549072266,38.49523162841797,47.15960693359375,7.562193788485689,16.112475187642282,32.555422164354304,40.70440856150243,7.800782203674316,15.676450729370117,27.279787063598633,31.230710983276367,7.170009876943319,15.265167784530648,30.412035440481066,37.218361033705875,9.286625862121582,23.51854705810547,45.82697296142578,51.88165283203125,11.098968679894963,25.847579876568528,56.91817017032511,70.39722170706075,11.990378379821777,23.14447021484375,49.968536376953125,60.56273651123047,8.063801842929644,19.125790064477933,43.06301290948535,53.81569270132056,15.0656156539917,32.542877197265625,75.93081665039062,90.79988098144531,17.351964206371996,37.49091745304408,76.41433371352652,92.45816016809066,12.41100788116455,21.418636322021484,41.03868865966797,47.87296676635742,8.915971982136437,19.428488237955207,40.76147533653363,51.1850838942535,8.027738571166992,22.594011306762695,65.01066589355469,81.67028045654297,11.946830146646594,28.33978956173628,65.40230384992189,83.22516827705579,20.81348419189453,42.48737335205078,70.26200866699219,79.4798812866211,13.8077651339916,30.84355719217171,63.7328528861061,77.2107902836006,9.959185600280762,23.298572540283203,47.34380340576172,58.49488067626953,9.401674976151735,20.51643842036718,44.86484471008143,56.49100599067156,11.91311264038086,28.409503936767578,55.268516540527344,64.98493957519531,14.748594528638108,29.588747790087815,60.43833555563254,75.067852392717,6.974435806274414,16.581932067871094,43.4194221496582,55.914642333984375,9.12915144105805,20.184202878481514,44.21779911587662,55.92468908041795,9.67613410949707,22.662185668945312,62.35651397705078,80.1321792602539,9.933519683619627,22.205029798800215,48.21921635556154,60.16560597213578,31.098461151123047,58.40692901611328,105.53374481201172,126.9195556640625,20.735082655921467,42.31579999890311,77.97724723148012,91.40592992609892,9.22433090209961,19.35927391052246,38.96350860595703,46.93673324584961,9.894983262004763,20.826782605198893,38.87555383170963,46.12639857465395
9.0,0.00042467327999999994,26.005028062317976,19.541313129579986,10.816458702087402,17.633445739746094,31.45047950744629,35.878963470458984,11.689121081029672,22.28741945539202,38.273522451613,44.800155070876094,8.999018669128418,19.436534881591797,39.77743911743164,48.637901306152344,7.8388657490584785,16.506489395836688,33.17147767017996,41.29420700128408,7.929017066955566,16.016939163208008,27.03447914123535,30.7364444732666,7.344076155596706,15.39440129250379,30.34324355932293,37.17908648885309,10.37185287475586,24.624073028564453,46.28749084472656,52.277748107910156,11.491169280846249,26.246289544045677,57.10872604194545,70.57359763660192,12.188103675842285,24.07973861694336,50.546913146972656,60.83251190185547,8.412104426804815,19.523856261390534,43.27725148550094,53.91499026876532,15.83548355102539,33.73187255859375,76.85018920898438,91.72560119628906,17.948770441766303,38.26633029960974,77.36262304464492,93.38789126083819,12.626214981079102,21.962051391601562,42.0942497253418,47.85265350341797,9.219262158816592,19.779809504521957,41.01798899271124,51.34623506462339,8.620378494262695,23.49359130859375,65.06370544433594,80.98804473876953,12.535391974966437,29.08963070254354,66.0102910299508,83.64747687345425,20.382713317871094,41.31167984008789,66.40065002441406,75.227294921875,14.23397421664336,31.365928219299757,64.16607648901932,77.6526053521119,10.330904006958008,24.072574615478516,49.13768005371094,59.74004364013672,9.662994752928268,20.73125865699709,44.75240000495615,56.30113203260634,12.087974548339844,28.886219024658203,57.80303192138672,68.29837036132812,15.120845650794466,30.049215819837244,60.80115851066696,75.40898303383098,7.627638816833496,17.47228240966797,44.748023986816406,57.470420837402344,9.47629164953763,20.61915003652598,44.651871329593405,56.456590068118956,10.160457611083984,23.34253692626953,61.454856872558594,78.45701599121094,10.36681532762363,22.700376241482516,48.38449820807529,60.104476882760615,32.08492660522461,59.37339782714844,105.13729858398438,126.74909973144531,21.058201803214075,42.4860240965858,77.76437570382024,91.08844705746733,9.667620658874512,20.199901580810547,40.138916015625,48.58526611328125,9.972268063985037,20.63348489255216,38.32576288716524,45.52669044767659
10.0,0.00040768634879999994,25.737630947032926,20.101109454211066,10.721170425415039,18.591699600219727,33.96240234375,39.52427673339844,11.34911124565301,21.805474748867116,37.90834998594152,45.478488662949474,8.47750473022461,18.536256790161133,38.676490783691406,47.28772735595703,7.53683706409071,16.19055595453115,32.8920348437041,41.1939959660528,7.481513023376465,15.362305641174316,26.362682342529297,30.449424743652344,7.0856522478267925,15.185000050555807,30.222991329908517,37.20282554393435,8.859356880187988,21.720643997192383,42.20645523071289,48.335693359375,11.023350589784119,25.62058746864606,56.720902731827614,70.26005014419556,11.886896133422852,23.350723266601562,51.27738952636719,61.78859329223633,8.060839089278069,19.0737971403186,43.034292278569076,53.785186801804166,15.28635025024414,32.02417755126953,74.86534881591797,90.45272064208984,17.280933424098016,37.16254117417304,76.2406235305368,92.3348309490773,12.114828109741211,20.937931060791016,40.66804504394531,47.075462341308594,8.999623486205778,19.575925917921197,41.05495909086334,51.644366069568626,8.68248176574707,24.18661117553711,67.55482482910156,83.8143310546875,12.211206082526514,28.59944999288525,65.95061385325896,83.86504606288331,20.274324417114258,40.447296142578125,63.658477783203125,71.8428955078125,13.807895791513358,30.854327291552135,64.10228809295964,77.70315720686519,10.213068008422852,24.199691772460938,50.20127868652344,61.49018859863281,9.525217690948368,20.61829995591511,44.87966740531823,56.55189987005189,12.182321548461914,29.696430206298828,59.64884948730469,69.95085144042969,14.942407323846972,29.78670230837671,60.6030859941938,75.2849336497326,7.092223167419434,16.509464263916016,41.623390197753906,54.09800720214844,9.243718273759837,20.336505095585586,44.3958456838795,56.19009856267064,9.541494369506836,22.187610626220703,59.30402755737305,77.0965805053711,9.975954136609467,22.164420934255777,48.16424602148327,60.13022310007103,32.094703674316406,59.72329330444336,103.68299865722656,124.7327651977539,20.6180385844358,42.01552188438198,77.51019056968059,90.771378889747,9.379609107971191,20.055217742919922,39.191593170166016,47.5333251953125,9.546234142450285,20.20761873398497,37.74406726226704,44.994678260344735
